0,0.44
0,0.38
0,0.3
0,0.32
0,0.36
500,729.54
500,667.78
500,756.46
500,665.82
500,809.4
1000,2674.78
1000,2912.32
1000,2742.76
1000,2768.16
1000,2900.54
1500,7175.6
1500,5905.06
1500,6547.42
1500,6304.82
1500,6812.12
2000,12997.9
2000,11404.6
2000,11428.2
2000,12943.2
2000,12107.3
2500,19894
2500,19152.2
2500,18362.8
2500,16973.9
2500,17018.4
3000,23043.2
3000,28242.4
3000,29618.9
3000,25119.8
3000,27580.7
3500,38880.4
3500,41343.4
3500,40250.4
3500,39156.7
3500,41661.6
4000,46199.4
4000,49080.9
4000,51706.5
4000,53162.8
4000,55358.9
4500,52250.7
4500,64573.2
4500,70201.7
4500,60756.2
4500,62433
5000,74695.1
5000,64847.6
5000,71494.1
5000,75137.4
5000,69249
5500,84673.5
5500,94313.2
5500,89648.5
5500,100436
5500,92073.8
6000,104802
6000,122225
6000,109274
6000,105500
6000,100153
6500,128908
6500,120901
6500,108212
6500,109185
6500,145559
7000,135194
7000,144169
7000,157444
7000,158925
7000,146067
7500,160799
7500,162281
7500,135228
7500,158960
7500,145668
8000,198542
8000,182675
8000,196363
8000,203570
8000,202903
8500,199308
8500,250833
8500,243804
8500,224399
8500,217253
9000,252062
9000,236854
9000,274740
9000,228817
9000,216125
9500,234307
9500,297738
9500,275463
9500,298748
9500,291030
10000,296449
10000,325558
10000,295857
10000,328629
10000,301723
