0,0.42
0,0.38
0,0.3
0,0.34
0,0.36
500,9.3
500,9.64
500,10.04
500,10.06
500,10.22
1000,19.54
1000,19.64
1000,19.22
1000,19.02
1000,19.2
1500,28.94
1500,30.48
1500,28.88
1500,29.26
1500,28.84
2000,35.58
2000,38.28
2000,38.04
2000,39.14
2000,37.58
2500,46.4
2500,46.36
2500,47.54
2500,43.96
2500,47.54
3000,54.02
3000,55.18
3000,56.28
3000,55.2
3000,54.92
3500,65.6
3500,63.82
3500,67.42
3500,66.8
3500,65.36
4000,74.56
4000,77.62
4000,73.3
4000,72.38
4000,74.58
4500,81.16
4500,85.22
4500,88.88
4500,112.2
4500,96.68
5000,87.36
5000,90.72
5000,90.44
5000,94.76
5000,94.74
5500,94.64
5500,92.08
5500,99
5500,104.06
5500,104.6
6000,108.56
6000,107.58
6000,107.96
6000,111.22
6000,110.02
6500,122.22
6500,137.58
6500,136.72
6500,130.74
6500,121.64
7000,128.56
7000,125.98
7000,133.46
7000,131.2
7000,125.4
7500,133.78
7500,142.38
7500,143.66
7500,136.86
7500,148.24
8000,162.08
8000,148.76
8000,158.22
8000,149.68
8000,151.36
8500,184.48
8500,156.22
8500,151.66
8500,164.54
8500,150.8
9000,169
9000,167.62
9000,158.44
9000,167.44
9000,206.14
9500,178.56
9500,172.92
9500,167.52
9500,173.44
9500,177.32
10000,174.52
10000,180.92
10000,179.84
10000,184.98
10000,225.16
0,0.46
0,0.42
0,0.4
0,0.4
0,0.36
500,10.34
500,10.08
500,10.18
500,10.14
500,9.76
1000,19.66
1000,18.96
1000,20.22
1000,18.7
1000,18.26
1500,27.54
1500,34.22
1500,28.88
1500,30.7
1500,28.58
2000,38.54
2000,39.26
2000,36.4
2000,37.4
2000,37.74
2500,44.38
2500,46.72
2500,47.58
2500,46.5
2500,45.32
3000,55.32
3000,55.14
3000,52.96
3000,54.98
3000,55.5
3500,64.96
3500,97.3
3500,83.48
3500,69.66
3500,77.84
4000,99.84
4000,80.4
4000,77.4
4000,76.44
4000,71.98
4500,83.04
4500,83.74
4500,86.74
4500,83.16
4500,83.3
5000,91.12
5000,95.16
5000,94.66
5000,87.54
5000,95.08
5500,102.58
5500,101.26
5500,101.3
5500,100.92
5500,96.48
6000,148.18
6000,123.2
6000,108.32
6000,111.46
6000,111.52
6500,119.3
6500,127.12
6500,115.44
6500,116.42
6500,144.64
7000,162.8
7000,133.28
7000,129.06
7000,133.22
7000,121.2
7500,137.96
7500,143.28
7500,158.74
7500,165.84
7500,139.14
8000,149.1
8000,144.46
8000,176.76
8000,159.32
8000,147.02
8500,154.64
8500,158.4
8500,152.54
8500,160.38
8500,160.74
9000,203.78
9000,175.74
9000,198.7
9000,165.38
9000,165.96
9500,173.74
9500,172.2
9500,178.5
9500,173.92
9500,168.92
10000,175.14
10000,182.74
10000,192.26
10000,181.12
10000,174.42
0,0
0,0
0,0
0,0
0,0
500,820.12
500,800.72
500,835.44
500,800.1
500,749.26
1000,1666.96
1000,1646.06
1000,1648.86
1000,1740.48
1000,1475.1
1500,2404.14
1500,2537.12
1500,2542
1500,2511.24
1500,2538.4
2000,3537.56
2000,3577.32
2000,3497.32
2000,3221.88
2000,3225.58
2500,4494.96
2500,4319.32
2500,4439.92
2500,4099.64
2500,4270.94
3000,4687.18
3000,5207.92
3000,4869.38
3000,5041.3
3000,4913.84
3500,6062.02
3500,5571.2
3500,4985.16
3500,5186.22
3500,5429.14
4000,7012.36
4000,6690.4
4000,6912.98
4000,6694.38
4000,6762.6
4500,7712.3
4500,7607.82
4500,7749.68
4500,7962.24
4500,7950.3
5000,8568.96
5000,8042.72
5000,8645.6
5000,8091.42
5000,8261.12
5500,9132.76
5500,8665.24
5500,8932.56
5500,9062.38
5500,9239.3
6000,10418.4
6000,9737.78
6000,10692.9
6000,10703.9
6000,9512.38
6500,9387.82
6500,9512.54
6500,10284.2
6500,9645.08
6500,11664.4
7000,11613.4
7000,11206.1
7000,12589.8
7000,12378.8
7000,11268.5
7500,12033.9
7500,12994.2
7500,12265.6
7500,12827.9
7500,12095.3
8000,14066.9
8000,12928.5
8000,13344.4
8000,14136.5
8000,12905.5
8500,13922.6
8500,13241
8500,13040.2
8500,13984.1
8500,15044.8
9000,15666.5
9000,17707.2
9000,14849.8
9000,14673.3
9000,14917.3
9500,15782
9500,15088.1
9500,15799.3
9500,15254.5
9500,16254.7
10000,17135.5
10000,16045.8
10000,15838
10000,16690.4
10000,17082.1
0,0.44
0,0.36
0,0.34
0,0.34
0,0.34
500,10.36
500,10.2
500,9.88
500,10.72
500,10.62
1000,19.52
1000,19.26
1000,19.76
1000,19.5
1000,19.88
1500,30.46
1500,29.06
1500,28.34
1500,28.32
1500,29.1
2000,37.14
2000,39.42
2000,39.56
2000,37.74
2000,39
2500,44.94
2500,46.4
2500,48.28
2500,47.48
2500,45.28
3000,54.3
3000,56
3000,52.6
3000,66.48
3000,75.96
3500,81.22
3500,70.7
3500,61.4
3500,67.48
3500,64.44
4000,72.42
4000,71.9
4000,76.22
4000,77.38
4000,73.42
4500,86.22
4500,82.16
4500,81.86
4500,84.98
4500,82.6
5000,90.14
5000,96.64
5000,138.48
5000,120.8
5000,96.5
5500,104.58
5500,100.38
5500,104
5500,99.36
5500,101.8
6000,149.34
6000,119.54
6000,106.22
6000,113.54
6000,110.22
6500,119.52
6500,117
6500,120.06
6500,123.7
6500,116.6
7000,135.1
7000,188.06
7000,159.48
7000,148.84
7000,160.7
7500,145.18
7500,153
7500,149.72
7500,141.12
7500,136.96
8000,145.12
8000,142.08
8000,147.62
8000,153.54
8000,151.84
8500,153.66
8500,163.34
8500,157.24
8500,163.04
8500,159.82
9000,167.22
9000,209.66
9000,170.08
9000,168.34
9000,158.42
9500,171.68
9500,180.68
9500,186.1
9500,206.7
9500,171.84
10000,186.7
10000,185.44
10000,201.32
10000,181.84
10000,183.3
